ID,Date,Item #,Description,Category,Qty,Retail,Subtotal,Discount
9365,2021-05-19,210000002770,"49N STD 27.5 x 1.95-2.4"" P/V48",Product,2,$9.00,$18.00,$0.00
9366,2021-05-19,0,2021 Devinci Milano Altus 8S Pheonix orange Large. (SM047544),Special Order,1,$650.00,$650.00,$0.00
9366,2021-05-19,210000003494,KEEPER 785 INTEGRATED CHAIN (BLK),Product,1,$68.00,$68.00,$6.80
9367,2021-05-19,210000000000," (Work order #2427, Item: Simco Red
Silver tune)",Quote,1,$0.00,$0.00,$0.00
9367,2021-05-19,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9368,2021-05-19,210000000149,20 X 2.125-2.30 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
9369,2021-05-19,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9370,2021-05-19,210000000149,20 X 2.125-2.30 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
9370,2021-05-19,210000000887,49N STEEL H-BAR 60MM RISE BLK,Product,1,$13.00,$13.00,$0.00
9371,2021-05-19,210000000000," (Work order #2437, Item: Urban Soul 8 Beige
Warranty Tune Add Saddle bag)",Quote,1,$0.00,$0.00,$0.00
9371,2021-05-19,210000003210,"EVOC, Seat Bag M, Seat Bag, 0.7L, Black",Product,1,$40.00,$40.00,$0.00
9371,2021-05-19,210000000000," (Work order #2438, Item: Norco Blk/Blue
Silver tune)",Quote,1,$0.00,$0.00,$0.00
9371,2021-05-19,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9371,2021-05-19,210000000000," (Work order #2439, Item: Giant Silver 
Silver tune)",Quote,1,$0.00,$0.00,$0.00
9371,2021-05-19,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9372,2021-05-19,210000003210,"EVOC, Seat Bag M, Seat Bag, 0.7L, Black",Product,2,$40.00,$80.00,$0.00
9373,2021-05-19,0,Milano Altus Orange Phoenix XL (SN047535),Special Order,1,$650.00,$650.00,$0.00
9373,2021-05-19,210000003323,49N ALLOY WATERBOTTLE CAGE-SLV,Product,1,$10.00,$10.00,$1.00
9373,2021-05-19,210000001638,PODIUM CHILL 24OZWHITE/BLACK,Product,1,$26.00,$26.00,$2.60
9373,2021-05-19,210000003196,CLICK USB REAR LIGHT BLACK,Product,1,$30.00,$30.00,$3.00
9373,2021-05-19,210000003195,CLICK USB FRONT LIGHT BLACK,Product,1,$30.00,$30.00,$3.00
9374,2021-05-19,210000000000, (Crank Arm Bolt),Labour,1,$1.50,$1.50,$0.00
9375,2021-05-19,210000003329,49N FORMFIT 175 M/F SADDLE,Product,1,$47.00,$47.00,$0.00
9376,2021-05-19,210000000000," (Work order #2441, Item: Norco Lite grey
Repair headset
called left message
cleaned the bike aswell )",Quote,1,$0.00,$0.00,$0.00
9376,2021-05-19,210000000086,Adjust Headset,Labour,1,$20.00,$20.00,$0.00
9377,2021-05-19,210000000000," (Work order #2483, Item: Zagstar White
SKIP THE LINE Silver tune Add new fenders Add new rear rack)",Quote,1,$0.00,$0.00,$0.00
9377,2021-05-19,210000000000, (Skip the Line),Labour,1,$25.00,$25.00,$0.00
9377,2021-05-19,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9377,2021-05-19,210000003695,Rear mount 26″ & 700″ for disc brake,Product,1,$50.00,$50.00,$0.00
9377,2021-05-19,210000002852,"EVO, Power Guard, Fender, 700 x 32 to 40C, Black, Pair",Product,1,$52.00,$52.00,$0.00
9377,2021-05-19,210000003549,WHEELS MFG JAR O’ PLUGS – HANDLEBAR END PLUGS,Product,2,$2.50,$5.00,$0.00
9377,2021-05-19,210000003326,"49N 26""-29"" ALLOY STAY DISC ST",Product,1,$35.00,$35.00,$0.00
9378,2021-05-19,210000003453,"EVO, Outcross, Tire, 26''x2.00, Wire, Clincher, Black",Product,1,$25.00,$25.00,$0.00
9378,2021-05-19,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
9378,2021-05-19,210000000125,Install Tube,Labour,1,$5.00,$5.00,$0.00
9379,2021-05-19,210000000000," (Work order #2442, Item: NCM Moscow Wht/Blu
Silver tune)",Quote,1,$0.00,$0.00,$0.00
9379,2021-05-19,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9379,2021-05-19,210000000000, (BRAKE LEVER ARM ),Labour,1,$10.00,$10.00,$0.00
9379,2021-05-19,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9379,2021-05-19,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
9379,2021-05-19,210000000230,JAG RD SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
9380,2021-05-20,210000002771,49N STD 700C x 23-28MM P/V48,Product,2,$8.00,$16.00,$0.00
9380,2021-05-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
9381,2021-05-20,210000003361,"Selle Royal, Lookin Moderate, Saddle, 282 x 185mm, Men, 525g, Black",Product,1,$65.00,$65.00,$0.00
9382,2021-05-20,210000000148,20 X 1.75-2.125 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
9382,2021-05-20,210000000125,Install Tube,Labour,1,$5.00,$5.00,$0.00
9383,2021-05-20,210000002648,PACE SLD MAT TEL/FLUO YLW S/M,Product,1,$90.00,$90.00,$0.00
9384,2021-05-20,210000003706,DND HEATWAVE/BLK XL,Product,1,$40.00,$40.00,$0.00
9385,2021-05-20,210000003558,49N CRUISER BAR,Product,1,$33.00,$33.00,$0.00
9386,2021-05-20,210000000000," (Work order #2447, Item: EVO Ebike Blue
Adjust rear brake)",Quote,1,$0.00,$0.00,$0.00
9386,2021-05-20,210000000229,JAG MTN SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
9386,2021-05-20,210000000088,Adjust Rear *V-Brake*,Labour,1,$15.00,$15.00,$0.00
9387,2021-05-20,210000003622,"Wheel Shop, Evo Tour 19 Silver/ Formula FM-31, Wheel, Rear, 26'' / 559, Holes: 36, Bolt-on, 135mm, Rim, Freewheel",Product,1,$60.00,$60.00,$0.00
9387,2021-05-20,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
9387,2021-05-20,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9388,2021-05-20,210000000000, (6sp Freewheel),Labour,1,$15.00,$15.00,$0.00
9389,2021-05-20,210000003330,49N FORMFIT ERGO 175 M/F SDL,Product,1,$47.00,$47.00,$0.00
9390,2021-05-20,210000003438,"Maxxis, Holy Roller, Tire, 26''x2.20, Wire, Clincher, Single, 60TPI, Black",Product,1,$47.00,$47.00,$0.00
9390,2021-05-20,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
9390,2021-05-20,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9390,2021-05-20,210000002947,49N STD 700C x 35-50MM S/V40,Product,1,$8.00,$8.00,$0.00
9390,2021-05-20,210000000125,Install Tube,Labour,2,$5.00,$10.00,$0.00
9391,2021-05-20,210000000409,"Shimano, BB-RS500, Hollowtech II, BB Shell: 68mm, Axle: 24mm, Steel, Silver, EBBRS500B",Product,1,$30.00,$30.00,$0.00
9392,2021-05-20,210000002947,49N STD 700C x 35-50MM S/V40,Product,1,$8.00,$8.00,$0.00
9392,2021-05-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
9392,2021-05-20,210000000130,True Front Wheel,Labour,1,$25.00,$25.00,$0.00
9392,2021-05-20,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
9393,2021-05-20,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9394,2021-05-20,210000003604,TC-CQ02   22/32/42. Forged AL-6061-T6 with steel chainringT.,Product,1,$40.00,$40.00,$0.00
9394,2021-05-20,210000003389,49N  DLX TREKKING PEDALS - ALLOY Silver Body / Black Cage,Product,1,$32.00,$32.00,$0.00
9395,2021-05-20,210000000000," (Work order #2445, Item: Ghost Silver)",Quote,1,$0.00,$0.00,$0.00
9395,2021-05-20,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9395,2021-05-20,210000001972,TEKTRO MD-M280MECHANICAL DISK 160 RR,Product,1,$36.00,$36.00,$0.00
9395,2021-05-20,210000000190,49N DLX LOCK-DWN ERGO GRIP,Product,1,$22.00,$22.00,$0.00
9395,2021-05-20,210000001971,TEKTRO MD-M280 MECHANICAL DISK 160 FR,Product,1,$36.00,$36.00,$0.00
9395,2021-05-20,210000003361,"Selle Royal, Lookin Moderate, Saddle, 282 x 185mm, Men, 525g, Black",Product,1,$65.00,$65.00,$0.00
9395,2021-05-20,210000000000, (USED SEAT POST ),Labour,1,$10.00,$10.00,$0.00
9395,2021-05-20,210000003704,Brake Lever Set,Product,1,$17.00,$17.00,$0.00
9395,2021-05-20,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,7,$1.00,$7.00,$0.00
9395,2021-05-20,210000000230,JAG RD SPRT SLK SS BRK 100PCS,Product,2,$5.00,$10.00,$0.00
9395,2021-05-20,210000002215,spoke,Product,6,$2.00,$12.00,$0.00
9396,2021-05-20,210000000000," (Work order #2411, Item: schwinn pink bike 
install grip shifts , rear brake is seized  silver tune)",Quote,1,$0.00,$0.00,$0.00
9396,2021-05-20,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9396,2021-05-20,210000000000," (Work order #2412, Item: schwinn cruiser white/ purple
silver tune, rear shifter seized, rear brake seized loose bb)",Quote,1,$0.00,$0.00,$0.00
9396,2021-05-20,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9396,2021-05-20,210000003750,26 x 1.50-2.10 SV TUBE,Product,2,$8.00,$16.00,$0.00
9396,2021-05-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
9396,2021-05-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,4,$1.00,$4.00,$0.00
9396,2021-05-20,210000000230,JAG RD SPRT SLK SS BRK 100PCS,Product,2,$5.00,$10.00,$0.00
9396,2021-05-20,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,4,$1.00,$4.00,$0.00
9396,2021-05-20,210000000000, (VINTAGE ROAD SHIFTER ),Labour,1,$15.00,$15.00,$0.00
9396,2021-05-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9396,2021-05-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,6,$1.00,$6.00,$0.00
9396,2021-05-20,210000000230,JAG RD SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
9396,2021-05-20,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,5,$1.00,$5.00,$0.00
9396,2021-05-20,210000003482,49N  V-BRAKE PADS 70MM,Product,1,$8.00,$8.00,$0.00
9397,2021-05-20,210000000469,"Muc-Off, Ceramic Dry Lubricant, 120ml with UV Torch",Product,1,$32.00,$32.00,$0.00
9398,2021-05-21,210000000000," (Work order #2444, Item: GTR ROAD BIKE  BLUE 
SEATPOST CLAMP WONT TIGHTEN 
STRAIGHTEN REAR WHEEL 
NEW STEM SUPPLIED 
PEDALS SWAP SUPPLIED )",Quote,1,$0.00,$0.00,$0.00
9398,2021-05-21,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
9398,2021-05-21,210000001809,WHL-MFG HBAR SHIM 25.4/31.8 BK EA,Product,1,$15.00,$15.00,$0.00
9400,2021-05-21,210000000000," (Work order #2492, Item: Cannondale Yellow
Install new ridged fork)",Quote,1,$0.00,$0.00,$0.00
9400,2021-05-21,210000003769,"26"" Fork Black 1 1/8"" Threaded",Product,1,$75.00,$75.00,$0.00
9400,2021-05-21,210000000000, (Fork Install),Labour,1,$25.00,$25.00,$0.00
9401,2021-05-21,210000000000," (Work order #2448, Item: Point Zero Red 
Adjust brakes Adjust shifters Change cables if needed)",Quote,1,$0.00,$0.00,$0.00
9401,2021-05-21,210000000000," (Work order #2449, Item: Kona beige
Silver tune Add new grips)",Quote,1,$0.00,$0.00,$0.00
9401,2021-05-21,210000000000," (Work order #2450, Item: Oryx Redish
Silver tune Add new grips)",Quote,1,$0.00,$0.00,$0.00
9401,2021-05-21,210000000087,Adjust Front *V-Brake*,Labour,1,$15.00,$15.00,$0.00
9401,2021-05-21,210000000088,Adjust Rear *V-Brake*,Labour,1,$15.00,$15.00,$0.00
9401,2021-05-21,210000000104,Adjust Front Derailleur,Labour,1,$15.00,$15.00,$0.00
9401,2021-05-21,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
9401,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9401,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
9401,2021-05-21,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9401,2021-05-21,210000001582,"Supacaz, Siliconez, Grips, 130mm, 32mm, Gun Metal, Pair",Product,1,$26.00,$26.00,$0.00
9401,2021-05-21,210000003654,Bulk 8sp Chain,Product,1,$20.00,$20.00,$0.00
9401,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
9401,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
9401,2021-05-21,210000000230,JAG RD SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
9401,2021-05-21,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,1,$1.00,$1.00,$0.00
9401,2021-05-21,210000003688,SEALED CARTRIDGE 110mm x 68mm BB,Product,1,$20.00,$20.00,$0.00
9401,2021-05-21,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9401,2021-05-21,210000003393,ESI CHUNKY BLACK,Product,1,$30.00,$30.00,$0.00
9401,2021-05-21,210000003549,WHEELS MFG JAR O’ PLUGS – HANDLEBAR END PLUGS,Product,2,$2.50,$5.00,$0.00
9401,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
9401,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9402,2021-05-21,210000003496,BRAVO GEL HIGHLIGHT YELLOW M,Product,1,$40.00,$40.00,$0.00
9403,2021-05-21,210000000000," (Work order #2435, Item: Trek 820 grey
Gold Tune Add new saddle Add grips)",Quote,1,$0.00,$0.00,$0.00
9403,2021-05-21,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
9403,2021-05-21,210000003330,49N FORMFIT ERGO 175 M/F SDL,Product,1,$47.00,$47.00,$0.00
9403,2021-05-21,210000000190,49N DLX LOCK-DWN ERGO GRIP,Product,1,$22.00,$22.00,$0.00
9403,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9403,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,4,$1.00,$4.00,$0.00
9404,2021-05-21,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9404,2021-05-21,210000003330,49N FORMFIT ERGO 175 M/F SDL,Product,1,$47.00,$47.00,$0.00
9405,2021-05-21,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,2,$8.00,$16.00,$0.00
9405,2021-05-21,210000002878,"EVO, PK-1 Inner Tube Patch Kit (Tub 100)",Product,1,$5.00,$5.00,$0.00
9405,2021-05-21,210000003344,CRABRO SPEEDIER LVR BLK PKG(1),Product,1,$11.00,$11.00,$0.00
9405,2021-05-21,210000003695,Rear mount 26″ & 700″ for disc brake,Product,1,$50.00,$50.00,$0.00
9405,2021-05-21,210000001787,"49N 26"" - 700C ALLOY RACK SLV",Product,1,$29.99,$29.99,$0.00
9406,2021-05-21,210000000000," (Work order #2452, Item: Schwinn Blue
Repair brakes Adjust shifing Repair flats as needed)",Quote,1,$0.00,$0.00,$0.00
9406,2021-05-21,210000000000," (Work order #2453, Item: CCM  Silver
Adjust brakes Adjust shifing)",Quote,1,$0.00,$0.00,$0.00
9406,2021-05-21,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
9406,2021-05-21,210000002789,TEKTRO C310 V-BRAKE SIL,Product,1,$15.00,$15.00,$0.00
9406,2021-05-21,210000000087,Adjust Front *V-Brake*,Labour,1,$15.00,$15.00,$0.00
9406,2021-05-21,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
9406,2021-05-21,210000000104,Adjust Front Derailleur,Labour,1,$15.00,$15.00,$0.00
9406,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
9406,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
9406,2021-05-21,210000002789,TEKTRO C310 V-BRAKE SIL,Product,1,$15.00,$15.00,$0.00
9406,2021-05-21,210000000229,JAG MTN SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
9406,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,2,$1.00,$2.00,$0.00
9406,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9406,2021-05-21,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,2,$1.00,$2.00,$0.00
9406,2021-05-21,210000000087,Adjust Front *V-Brake*,Labour,1,$15.00,$15.00,$0.00
9406,2021-05-21,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
9407,2021-05-21,210000000000, (Muc-Off Refill),Labour,1,$5.00,$5.00,$0.00
9408,2021-05-21,210000000000," (Work order #2496, Item: Norco Vermont tan/silver
Ready on 21/05 at 11:56 am
Install provided lights Install New bike computer Install provided reflector
)",Quote,1,$0.00,$0.00,$0.00
9408,2021-05-21,210000003391,Bryton rider 15E,Product,1,$130.00,$130.00,$0.00
9409,2021-05-21,210000000000," (Work order #2501, Item: Wheel 
Ready on 21/05 at 2:08 pm
Repair broken spoke Replace stripped nipples)",Quote,1,$0.00,$0.00,$0.00
9409,2021-05-21,210000002215,spoke,Product,2,$2.00,$4.00,$0.00
9409,2021-05-21,210000000131,True Rear Wheel,Labour,1,$30.00,$30.00,$0.00
9409,2021-05-21,210000003223,"Park Tool, SW-2, Spoke wrench, Red, 0.136''",Product,1,$15.00,$15.00,$0.00
9409,2021-05-21,210000000000, (Nipple),Labour,8,$0.50,$4.00,$0.00
9410,2021-05-21,210000000000," (Work order #2457, Item: CCM Grey/Blue
Repair rear flat Replace BB)",Quote,1,$0.00,$0.00,$0.00
9410,2021-05-21,210000003602,Sealed Cartridge  Thread: 1.37''x24T L/R  Black  square spindle,Product,1,$20.00,$20.00,$0.00
9410,2021-05-21,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
9410,2021-05-21,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
9410,2021-05-21,210000000079,Install Sealed BB *Sealed Cartridge*,Labour,1,$30.00,$30.00,$0.00
9411,2021-05-21,210000000000," (Work order #2475, Item: Wheels 
Repair flats with new tubes and tires

Called 05/21/21)",Quote,1,$0.00,$0.00,$0.00
9411,2021-05-21,210000003750,26 x 1.50-2.10 SV TUBE,Product,2,$8.00,$16.00,$0.00
9411,2021-05-21,210000003451,"EVO, Dash, Tire, 26''x1-3/8, Wire, Clincher, Black",Product,2,$25.00,$50.00,$0.00
9411,2021-05-21,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
9411,2021-05-21,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
9412,2021-05-21,210000000101,Hanger True,Labour,1,$15.00,$15.00,$0.00
9413,2021-05-21,210000000000," (Work order #2500, Item: Sekine Green/White
True rear wheel replace broken spokes *** SKIP THE LINE***

Called 05/21/21)",Quote,1,$0.00,$0.00,$0.00
9413,2021-05-21,210000000000, (Skip the Line),Labour,1,$25.00,$25.00,$0.00
9413,2021-05-21,210000000131,True Rear Wheel,Labour,1,$30.00,$30.00,$0.00
9413,2021-05-21,210000002215,spoke,Product,3,$2.00,$6.00,$0.00
9413,2021-05-21,210000002678,CENTRAL SLD MAT BLK L/XL,Product,1,$115.00,$115.00,$0.00
9414,2021-05-21,210000000000," (Work order #2498, Item: Trek Blue/grey
Ready on 21/05 at 12:27 pm
Repair flat Add new tire similar pattern to rear tire )",Quote,1,$0.00,$0.00,$0.00
9414,2021-05-21,210000000000," (Work order #2499, Item: Miele Red/White
Ready on 21/05 at 12:28 pm
Repair rear flat)",Quote,1,$0.00,$0.00,$0.00
9414,2021-05-21,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
9414,2021-05-21,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
9414,2021-05-21,210000000160,700 X 28-32 PV(48) TUBE,Product,1,$8.00,$8.00,$0.00
9415,2021-05-21,210000000000," (Work order #2497, Item: Norco Corsa 1 Brown
Add new tires Add new fenders ***SKIP THE LINE***

Called 05/21/21)",Quote,1,$0.00,$0.00,$0.00
9415,2021-05-21,210000000000, (Skip the Line),Labour,1,$25.00,$25.00,$0.00
9415,2021-05-21,210000002852,"EVO, Power Guard, Fender, 700 x 32 to 40C, Black, Pair",Product,1,$52.00,$52.00,$0.00
9415,2021-05-21,210000003211,"Goodyear, Transit Tour, Tire, 700x35C, Wire, Clincher, Dynamic:Silica4, S3: Shell, 60TPI, Black",Product,1,$55.00,$55.00,$0.00
9415,2021-05-21,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
9415,2021-05-21,210000003397,WLP WET CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
9415,2021-05-21,210000003398,WLP DRY CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
9416,2021-05-21,0,WESTWOOD CHROME RED M/17 (D20N00959),Special Order,1,$650.00,$650.00,$0.00
9416,2021-05-21,210000003545,Kali CHAKRA SOLO BLK L/XL,Product,1,$60.00,$60.00,$6.00
9417,2021-05-21,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
9417,2021-05-21,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,1,$1.00,$1.00,$0.00
9417,2021-05-21,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
9418,2021-05-21,210000000000," (Work order #2336, Item: LAPIERRE ROAD BIKE  BLK WHT RED
SILVER TUNE 
FIX SEAT POST)",Quote,1,$0.00,$0.00,$0.00
9418,2021-05-21,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
9419,2021-05-22,210000003196,CLICK USB REAR LIGHT BLACK,Product,1,$15.00,$15.00,$0.00
9419,2021-05-22,210000004192,"Mirrycle, Mirror For MTB/ Hybrids",Product,1,$14.29,$14.29,$0.00
9419,2021-05-22,210000002711,DAYBLAZER 400 FRONT LIGHT,Product,1,$25.00,$25.00,$0.00
9420,2021-05-22,210000003196,CLICK USB REAR LIGHT BLACK,Product,1,$15.00,$15.00,$0.00
9420,2021-05-22,210000003195,CLICK USB FRONT LIGHT BLACK,Product,1,$15.00,$15.00,$0.00
9420,2021-05-22,210000003133,Kali Maraka Core Blk/Rd S/M,Product,1,$48.00,$48.00,$0.00
9421,2021-05-25,210000000368,"Varia, Presta valve adapters, bottle of 50",Product,2,$2.00,$4.00,$0.00
9422,2021-05-25,210000003436,Maxxis Holy Roller,Product,1,$36.00,$36.00,$0.00
9422,2021-05-25,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9422,2021-05-25,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
9423,2021-05-25,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9423,2021-05-25,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
9424,2021-05-25,210000003536,PACE SLD MATTE BLK/GRY S/M,Product,1,$90.00,$90.00,$0.00
9425,2021-05-25,210000003697,CRANK REMOVER 04C2,Product,1,$15.00,$15.00,$0.00
9426,2021-05-25,210000000000," (Work order #2459, Item: NORCO RAMPAGE BROWN
CRANKS ARE MAKING SOME NOISE )",Quote,1,$0.00,$0.00,$0.00
9427,2021-05-25,210000003018,"49N CLASSIC BAR,25.4MM",Product,1,$26.00,$26.00,$0.00
9428,2021-05-25,210000002483,KMC KMC MISSING LINK,Product,1,$5.00,$5.00,$0.00
9429,2021-05-25,210000003622,"Wheel Shop, Evo Tour 19 Silver/ Formula FM-31, Wheel, Rear, 26'' / 559, Holes: 36, Bolt-on, 135mm, Rim, Freewheel",Product,1,$60.00,$60.00,$0.00
9429,2021-05-25,210000000000, (Wheel Install),Labour,1,$15.00,$15.00,$0.00
9430,2021-05-25,210000000282,"ACS MAINDRIVE FWHL 1/8"" 16T",Product,1,$16.00,$16.00,$0.00
9431,2021-05-25,210000002770,"49N STD 27.5 x 1.95-2.4"" P/V48",Product,2,$9.00,$18.00,$0.00
9432,2021-05-25,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9432,2021-05-25,210000003453,"EVO, Outcross, Tire, 26''x2.00, Wire, Clincher, Black",Product,1,$25.00,$25.00,$0.00
9433,2021-05-25,210000000988,HUB WHITE S,Product,1,$100.00,$100.00,$0.00
9435,2021-05-25,210000000000," (Work order #2458, Item: GT Bikes Olive
Adjust brakes Repair rear flat )",Quote,1,$0.00,$0.00,$0.00
9435,2021-05-25,210000000088,Adjust Rear *V-Brake*,Labour,1,$15.00,$15.00,$0.00
9436,2021-05-25,210000003679,NO TUBES UNIVERSAL TUBELESS VALVE STEMS44mm,Product,1,$25.00,$25.00,$0.00
9436,2021-05-25,210000002109,RIM TAPE,Product,2,$5.00,$10.00,$0.00
9436,2021-05-25,210000002110,TIRE SEALANT / 2 FL OZ,Product,4,$5.00,$20.00,$0.00
9436,2021-05-25,210000003770,Tubeless Setup,Product,2,$20.00,$40.00,$0.00
9437,2021-05-25,210000003454,"EVO, Presta, Tube, Length: 48mm, 26'', 1.75-2.125",Product,1,$8.00,$8.00,$0.00
9437,2021-05-25,210000002878,"EVO, PK-1 Inner Tube Patch Kit (Tub 100)",Product,1,$5.00,$5.00,$0.00
9438,2021-05-25,210000000725,"MAX SUSPENSION SPRAY, 9OZ AEROSOL",Product,1,$15.00,$15.00,$0.00
9438,2021-05-25,210000000101,Hanger True,Labour,1,$15.00,$15.00,$0.00
9439,2021-05-26,210000003113,"49N 24""-28"" KICKSTAND ALLOY MID-MOUNT",Product,1,$21.00,$21.00,$0.00
9440,2021-05-26,210000000000," (Work order #2508, Item: Giant  Green
Replace rear wheel with supplied one

Called 05/26/21 vm)",Quote,1,$0.00,$0.00,$0.00
9440,2021-05-26,210000002780,STANS VALVE CORE,Product,1,$5.00,$5.00,$0.00
9440,2021-05-26,210000003770,Tubeless Setup,Product,1,$20.00,$20.00,$0.00
9440,2021-05-26,210000002110,TIRE SEALANT / 2 FL OZ,Product,2,$5.00,$10.00,$0.00
